id,abv,ibu,nacionalidade_id,nome,estilo,cervejaria_id,oncas
737,0.07,100.00,881,Hop Abomination,American IPA,496,12.00
738,0.05,17.00,880,Apricot Blonde,Fruit / Vegetable Beer,496,12.00
739,0.04,12.00,872,Dry Dock Hefeweizen,Hefeweizen,496,12.00
740,0.06,49.00,871,Dry Dock Amber Ale,American Amber / Red Ale,496,12.00
741,0.06,64.00,1685,Category 3 IPA,American IPA,340,12.00
742,0.04,18.00,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,12.00
743,0.05,0.00,1590,Pumpkin Patch Ale,Pumpkin Ale,369,16.00
744,0.08,74.00,1382,Crank Yanker IPA,American IPA,369,16.00
745,0.06,0.00,1110,River Runners Pale Ale,American Pale Ale (APA),369,16.00
746,0.05,0.00,1014,Pumpkin Patch Ale (2012),Pumpkin Ale,369,16.00
747,0.06,0.00,911,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,369,16.00
748,0.04,0.00,680,Boater Beer,German Pilsener,369,16.00
749,0.08,74.00,395,Crank Yanker IPA (2011),American IPA,369,16.00
750,0.06,0.00,1642,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),352,16.00
751,0.05,25.00,673,Dottie Seattle Lager,American Amber / Red Lager,516,16.00
752,0.07,0.00,1107,Nut Sack Imperial Brown Ale,American Brown Ale,465,12.00
753,0.05,0.00,1039,Underachiever,American Adjunct Lager,473,16.00
754,0.05,0.00,2477,Lil Brainless Raspberries,Fruit / Vegetable Beer,81,12.00
755,0.05,0.00,2008,Element 29,American Pale Ale (APA),81,12.00
756,0.05,0.00,2004,Hop Syndrome,American Pale Lager,81,12.00
757,0.06,0.00,2003,Escape to Colorado,American IPA,81,12.00
758,0.04,60.00,2292,Little Sister India Style Session Ale,American IPA,170,12.00
759,0.06,80.00,1504,Country Boy IPA,American IPA,170,12.00
760,0.05,23.00,2604,Blonde Czich,American Blonde Ale,26,16.00
761,0.07,61.00,2432,White Reaper,Belgian IPA,26,16.00
762,0.05,0.00,2431,Bobblehead,American Pale Wheat Ale,26,16.00
763,0.05,0.00,2430,Lucky Dog,American Pale Ale (APA),26,16.00
764,0.05,0.00,2429,Voodoo,American Porter,26,16.00
765,0.05,48.00,1967,General George Patton Pilsner,Czech Pilsener,26,16.00
766,0.04,0.00,2283,Nomader Weiss,Berliner Weissbier,173,12.00
767,0.09,0.00,2248,Molotov Lite,American Double / Imperial IPA,173,16.00
768,0.06,0.00,1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),173,12.00
769,0.03,0.00,1286,Bikini Beer,American IPA,173,12.00
770,0.06,0.00,640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),173,12.00
771,0.05,32.00,1722,Iron Horse Pale Ale,American Pale Ale (APA),335,12.00
772,0.04,19.00,1435,Stones Throw IPA,Scottish Ale,335,12.00
773,0.07,70.00,1434,Wood Chipper India Pale Ale,American IPA,335,12.00
774,0.06,55.00,2089,Trail Head,American Pale Ale (APA),224,12.00
775,0.07,80.00,2088,Hop Stalker Fresh Hop IPA,American IPA,224,16.00
776,0.07,58.00,1455,Sudice American Stout,American Stout,405,16.00
777,0.05,20.00,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,16.00
778,0.05,20.00,1453,Norns Roggenbier,Roggenbier,405,16.00
779,0.05,20.00,1452,Laimas Kölsch Style Ale,Kölsch,405,16.00
780,0.07,70.00,1451,Moirai India Pale Ale,American IPA,405,16.00
781,0.07,53.00,2191,Loki Red Ale,American Amber / Red Ale,201,16.00
782,0.05,0.00,1731,Peaches & Cream,Fruit / Vegetable Beer,201,16.00
783,0.05,0.00,1022,Quaff India Style Session Ale,American IPA,201,16.00
784,0.07,53.00,895,Loki Red Ale (2013),American Amber / Red Ale,201,16.00
785,0.07,0.00,682,Mjolnir Imperial IPA,American Double / Imperial IPA,201,16.00
786,0.05,0.00,112,Fearless Scottish Ale,Scottish Ale,201,16.00
787,0.08,0.00,2289,Mastermind,American Double / Imperial IPA,172,12.00
788,0.08,0.00,2027,Hyzer Flip,American Double / Imperial IPA,172,16.00
789,0.08,80.00,1929,Second Fiddle,American Double / Imperial IPA,172,16.00
790,0.06,30.00,1858,Hodad Porter,American Porter,172,16.00
791,0.04,0.00,2591,Weiss Weiss Baby,Kristalweizen,36,12.00
792,0.06,45.00,2590,Czech Yo Self,Czech Pilsener,36,12.00
793,0.05,20.00,1968,FMB 101,Kölsch,36,12.00
794,0.09,0.00,1981,Hardcore Chimera,American Double / Imperial IPA,256,16.00
795,0.08,80.00,1664,Sobek & Set,American Black Ale,256,16.00
796,0.09,0.00,1663,Nuclear Winter,Belgian Strong Dark Ale,256,16.00
797,0.05,22.00,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,16.00
798,0.05,0.00,941,Secret Stache Stout,American Stout,256,16.00
799,0.08,72.00,935,Fascist Pig Ale,American Amber / Red Ale,256,16.00
800,0.06,0.00,809,Cut Throat Pale Ale,American Pale Ale (APA),256,16.00
801,0.07,0.00,481,Threadless IPA,American IPA,256,16.00
802,0.06,0.00,351,Cut Throat Pale Ale (2011),American Pale Ale (APA),256,16.00
803,0.05,0.00,350,Golden Wing Blonde Ale,American Blonde Ale,256,16.00
804,0.04,47.00,2569,Easy Jack,American IPA,48,12.00
805,0.07,75.00,2463,Union Jack,American IPA,48,12.00
806,0.05,0.00,2462,Pivo Pils,German Pilsener,48,12.00
807,0.05,0.00,1957,805 Blonde Ale,American Blonde Ale,48,12.00
808,0.05,20.00,1733,805,American Blonde Ale,48,12.00
809,0.07,0.00,2624,Deflator,Doppelbock,16,16.00
810,0.05,27.00,2284,Hinchtown Hammer Down,American Blonde Ale,16,16.00
811,0.06,104.00,1610,Half Cycle IPA,American IPA,16,16.00
812,0.00,0.00,520,Inclined Plane Ale,American IPA,532,12.00
813,0.06,0.00,2554,Moped Traveler,American Pale Ale (APA),54,16.00
814,0.07,60.00,608,Snake Dog IPA,American IPA,521,12.00
815,0.05,28.00,607,Underdog Atlantic Lager,American Pale Lager,521,12.00
816,0.04,0.00,2567,Flying Mouse 8,American Porter,50,12.00
817,0.07,70.00,2566,Flying Mouse 4,American IPA,50,12.00
818,0.08,0.00,1899,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,279,12.00
819,0.06,0.00,983,Backyahd IPA,American IPA,279,12.00
820,0.07,0.00,982,Raincloud Robust Porter,American Porter,279,12.00
821,0.04,0.00,981,Barstool American Golden Ale,American Blonde Ale,279,12.00
822,0.05,18.00,2111,What the Butler Saw,Witbier,217,12.00
823,0.07,65.00,2110,1916 Shore Shiver,American IPA,217,12.00
824,0.05,0.00,2172,Quick WIT,Belgian Pale Ale,206,12.00
825,0.06,0.00,2171,The Optimist,American IPA,206,12.00
826,0.04,0.00,1911,Suicide Squeeze IPA,American IPA,206,16.00
827,0.07,0.00,1803,Java the Hop,American IPA,206,16.00
828,0.06,0.00,1566,Next Adventure Black IPA,American Black Ale,206,16.00
829,0.07,0.00,1515,3-Way IPA (2013),American IPA,206,16.00
830,0.06,0.00,1214,Tender Loving Empire NWPA,American Pale Ale (APA),206,16.00
831,0.05,0.00,674,Quick Wit Belgianesque Ale,Witbier,206,16.00
832,0.06,0.00,562,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),206,16.00
833,0.09,0.00,552,Cavatica Stout,American Double / Imperial Stout,206,16.00
834,0.05,0.00,319,1811 Lager,American Amber / Red Lager,206,16.00
835,0.07,97.00,318,Vortex IPA,American IPA,206,16.00
836,0.00,0.00,2322,Fort Pitt Ale,American Amber / Red Ale,151,12.00
837,0.05,19.00,2661,Park,American Pale Wheat Ale,4,12.00
838,0.06,16.00,2660,Westfalia,American Amber / Red Ale,4,12.00
839,0.05,17.00,2659,KSA,Kölsch,4,12.00
840,0.06,42.00,2658,Villager,American IPA,4,12.00
841,0.09,50.00,2625,Dirty Bastard,Scotch Ale / Wee Heavy,15,12.00
842,0.07,65.00,1565,Centennial IPA,American IPA,15,12.00
843,0.05,42.00,1223,All Day IPA,American IPA,15,12.00
844,0.08,73.00,1874,El Chingon IPA,American IPA,287,12.00
845,0.06,40.00,1873,Block Party Robust Porter,American Porter,287,12.00
846,0.05,20.00,1872,Local Buzz,American Blonde Ale,287,12.00
847,0.06,0.00,2613,Feel Like Maplin Love,Oatmeal Stout,22,16.00
848,0.05,0.00,2612,Fathers Beer,Belgian Pale Ale,22,16.00
849,0.06,0.00,2611,The 26th,American IPA,22,16.00
850,0.06,90.00,2610,The Gadget,American IPA,22,16.00
851,0.04,0.00,1657,Leprechaun Lager,American Pale Lager,348,12.00
852,0.05,17.00,2309,Sunbru Kölsch,Kölsch,160,12.00
853,0.06,21.00,1635,Kilt Lifter Scottish-Style Ale,,160,12.00
854,0.05,0.00,1616,Pumpkin Porter,American Porter,160,12.00
855,0.04,9.00,1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,160,12.00
856,0.07,47.00,358,Hop Knot IPA,American IPA,160,12.00
857,0.06,21.00,179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,160,12.00
858,0.05,0.00,178,Sunbru Kölsch,Kölsch,160,12.00
859,0.06,0.00,2428,Four String Vanilla Porter,American Porter,105,12.00
860,0.05,28.00,2427,Suncaster Summer Wheat,American Pale Wheat Ale,105,12.00
861,0.06,36.00,2425,Brass Knuckle Pale Ale,American Pale Ale (APA),105,12.00
862,0.07,70.00,2424,Big Star White IPA,American White IPA,105,12.00
863,0.06,0.00,1998,Old Detroit,American Amber / Red Ale,253,12.00
864,0.07,69.00,1556,Batch 69 IPA,American IPA,253,12.00
865,0.06,18.00,1208,Twisted Helles Summer Lager,Munich Helles Lager,253,12.00
866,0.05,27.00,2527,OktoberFiesta,,66,12.00
867,0.07,33.00,2526,Texicali,American Brown Ale,66,12.00
868,0.06,0.00,2525,Pinata Protest,Witbier,66,12.00
869,0.04,20.00,2524,Bat Outta Helles,Munich Helles Lager,66,12.00
870,0.07,0.00,2523,Original,American Amber / Red Ale,66,12.00
871,0.04,10.00,2522,Rye Wit,Witbier,66,12.00
872,0.06,70.00,2521,Soul Doubt,American IPA,66,12.00
873,0.04,5.00,2520,Yo Soy Un Berliner,Berliner Weissbier,66,12.00
874,0.04,0.00,1174,77 Fremont Select Spring Session IPA,American IPA,460,12.00
875,0.04,0.00,1116,Fremont Organic Pale Ale,American Pale Ale (APA),460,12.00
876,0.08,0.00,994,Abominable Ale,English Strong Ale,460,12.00
877,0.07,35.00,901,Harvest Ale,Saison / Farmhouse Ale,460,12.00
878,0.07,45.00,875,Fremont Summer Ale,American Pale Ale (APA),460,12.00
879,0.06,30.00,858,Universale Pale Ale,American Pale Ale (APA),460,12.00
880,0.07,80.00,857,Interurban IPA,American IPA,460,12.00
881,0.05,32.00,1300,Gateway Kolsch Style Ale,Kölsch,433,12.00
882,0.07,24.00,1260,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,433,12.00
883,0.05,42.00,1259,13 Rebels ESB,Extra Special / Strong Bitter (ESB),433,12.00
884,0.07,73.00,2254,Salamander Slam,American IPA,180,16.00
885,0.05,0.00,1658,Cack-A-Lacky,American Pale Ale (APA),347,12.00
886,0.07,50.00,2077,No Wake IPA,American IPA,228,12.00
887,0.05,15.00,2076,Boathouse Blonde,American Blonde Ale,228,12.00
888,0.05,26.00,2075,Cedar Point,American Amber / Red Ale,228,12.00
889,0.07,70.00,2426,Clean Shave IPA,American IPA,106,12.00
890,0.07,75.00,2045,Might As Well IPL,American Pale Lager,240,16.00
891,0.06,35.00,1960,Saison Pamplemousse,Saison / Farmhouse Ale,240,12.00
892,0.07,74.00,1777,2020 IPA,American IPA,240,16.00
893,0.08,70.00,1698,Wolf Among Weeds IPA,American IPA,240,16.00
894,0.09,92.00,1641,Better Weather IPA,American IPA,240,16.00
895,0.06,60.00,1490,Point the Way IPA,American IPA,240,16.00
896,0.05,15.00,1489,Golden Road Hefeweizen,Hefeweizen,240,16.00
897,0.07,65.00,1399,Heal the Bay IPA,American IPA,240,16.00
898,0.06,60.00,1296,Point the Way IPA,American IPA,240,12.00
899,0.05,0.00,1034,Cabrillo Kölsch,Kölsch,240,16.00
900,0.06,20.00,991,Get Up Offa That Brown,American Brown Ale,240,16.00
901,0.08,70.00,750,Burning Bush Smoked IPA,American IPA,240,16.00
902,0.08,70.00,749,Wolf Among Weeds IPA (2012),American IPA,240,16.00
903,0.06,60.00,549,Point the Way IPA (2012),American IPA,240,16.00
904,0.05,15.00,548,Golden Road Hefeweizen (2012),Hefeweizen,240,16.00
905,0.07,11.00,2587,Vanilla Porter,American Porter,39,16.00
906,0.07,70.00,1109,Descender IPA,American IPA,464,12.00
907,0.06,18.00,1108,Sweet As Pacific Ale,American Pale Wheat Ale,464,12.00
908,0.06,36.00,1000,Good People Pale Ale,American Pale Ale (APA),478,12.00
909,0.09,103.00,312,Snake Handler Double IPA,American Double / Imperial IPA,478,12.00
910,0.06,54.00,311,Coffee Oatmeal Stout,Oatmeal Stout,478,12.00
911,0.06,64.00,309,Good People IPA,American IPA,478,12.00
912,0.06,36.00,308,Good People American Brown Ale,American Brown Ale,478,12.00
913,0.06,40.00,2205,Mountain Rescue Pale Ale,American Pale Ale (APA),194,12.00
914,0.06,55.00,2198,Goose Island India Pale Ale,American IPA,196,12.00
915,0.05,30.00,2457,312 Urban Pale Ale,American Pale Ale (APA),88,16.00
916,0.05,30.00,2202,312 Urban Pale Ale,American Pale Ale (APA),88,12.00
917,0.04,18.00,2201,312 Urban Wheat Ale,American Pale Wheat Ale,88,16.00
918,0.04,18.00,1829,312 Urban Wheat Ale,American Pale Wheat Ale,88,12.00
919,0.04,20.00,581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,88,12.00
920,0.05,19.00,1383,Beaver Logger,American Pale Lager,420,12.00
921,0.05,0.00,477,White Water Wheat,American Pale Wheat Ale,536,12.00
922,0.05,0.00,476,Grand Canyon American Pilsner,American Pilsner,536,12.00
923,0.05,0.00,143,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,536,12.00
924,0.00,0.00,142,Black Iron India Pale Ale,American IPA,536,12.00
925,0.04,21.00,2129,Monarch Classic American Wheat,American Pale Wheat Ale,213,12.00
926,0.05,21.00,2127,Sir Williams English Brown Ale,English Brown Ale,213,12.00
927,0.06,35.00,2126,Lakefire Rye Pale Ale,American Pale Ale (APA),213,12.00
928,0.05,22.00,2303,Beer Agent Re-Ignition,American Blonde Ale,165,16.00
929,0.06,18.00,1990,Cherry Ale,Fruit / Vegetable Beer,165,16.00
930,0.06,33.00,1702,Bourbon Barrel Aged Coconut Porter,American Porter,165,16.00
931,0.06,60.00,1701,Great Crescent IPA,American IPA,165,16.00
932,0.06,27.00,1700,Aurora Lager,Dortmunder / Export Lager,165,16.00
933,0.05,22.00,1699,Great Crescent Blonde Ale,American Blonde Ale,165,16.00
934,0.06,33.00,1269,Great Crescent Coconut Porter,American Porter,165,16.00
935,0.06,25.00,930,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,165,16.00
936,0.04,36.00,649,Great Crescent Brown Ale,American Brown Ale,165,16.00
937,0.06,18.00,639,Cherry Ale (1),Fruit / Vegetable Beer,165,16.00
938,0.06,27.00,626,Aurora Lager (2011),Dortmunder / Export Lager,165,16.00
939,0.06,25.00,615,Frosted Fields Winter Wheat,American Dark Wheat Ale,165,16.00
940,0.05,13.00,478,Great Crescent Belgian Style Wit,Witbier,165,16.00
941,0.07,65.00,455,Bourbons Barrel Stout,American Stout,165,16.00
942,0.08,66.00,442,Great Crescent Stout,English Stout,165,16.00
943,0.06,33.00,441,Great Crescent Coconut Porter (2012),American Porter,165,16.00
944,0.06,23.00,440,Great Crescent Dark Lager,Euro Dark Lager,165,16.00
945,0.04,26.00,439,Great Crescent Mild Ale,English Dark Mild Ale,165,16.00
946,0.06,60.00,436,Great Crescent IPA (2011),American IPA,165,16.00
947,0.05,22.00,389,Great Crescent Blonde Ale (2011),American Blonde Ale,165,16.00
948,0.05,0.00,2650,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),6,12.00
949,0.09,0.00,2649,Hibernation Ale,Old Ale,6,12.00
950,0.06,0.00,2648,Whitewater,American Pale Wheat Ale,6,12.00
951,0.07,0.00,2647,Rumble,American IPA,6,12.00
952,0.08,0.00,2646,Orabelle,Tripel,6,12.00
953,0.05,0.00,2645,Lasso,American IPA,6,12.00
954,0.10,75.00,2644,Yeti  Imperial Stout,Russian Imperial Stout,6,12.00
955,0.07,0.00,2643,Colette,Saison / Farmhouse Ale,6,12.00
956,0.07,0.00,2642,Titan IPA,American IPA,6,12.00
957,0.04,15.00,404,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,543,24.00
958,0.04,15.00,164,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,543,12.00
959,0.05,49.00,1923,Commotion APA,American Pale Ale (APA),269,12.00
960,0.05,0.00,1922,Southern Drawl Pale Lager,American Pale Lager,269,12.00
961,0.05,5.00,1604,Chickawawa Lemonale,Fruit / Vegetable Beer,365,12.00
962,0.07,22.00,1574,Barrel Aged Farmer,American Brown Ale,365,16.00
963,0.05,0.00,1446,Great River Golden Ale,American Blonde Ale,365,12.00
964,0.05,0.00,1275,Dirty Blonde Chocolate Ale,American Blonde Ale,365,12.00
965,0.05,20.00,1244,Dos Pistolas,Vienna Lager,365,12.00
966,0.05,30.00,1064,Owney Irish Style Red Ale,Irish Red Ale,365,16.00
967,0.06,0.00,1028,Aaah Bock Lager,Vienna Lager,365,16.00
968,0.06,10.00,865,Widespread Wit,Witbier,365,16.00
969,0.05,30.00,864,Roller Dam Red Ale,Irish Red Ale,365,16.00
970,0.05,48.00,863,483 Pale Ale,American Pale Ale (APA),365,16.00
971,0.09,99.00,672,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,365,16.00
972,0.07,22.00,655,Farmer Brown Ale,American Brown Ale,365,16.00
973,0.07,70.00,540,Big Cock IPA,American IPA,365,16.00
974,0.06,25.00,539,Oktoberfest,Märzen / Oktoberfest,365,16.00
975,0.05,25.00,517,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,365,16.00
976,0.06,36.00,371,Redband Stout,American Stout,365,16.00
977,0.05,48.00,190,483 Pale Ale (2010),American Pale Ale (APA),365,16.00
978,0.05,30.00,189,Roller Dam Red Ale (2010),Irish Red Ale,365,16.00
979,0.05,30.00,1106,Pablo Beach Pale Ale,American Pale Ale (APA),466,12.00
980,0.06,44.00,2314,Wild Trail Pale Ale,American Pale Ale (APA),156,12.00
981,0.07,71.00,2313,Mothman Black IPA,American Black Ale,156,12.00
982,0.06,0.00,2461,Autumn Winds Fest Beer,Märzen / Oktoberfest,86,16.00
983,0.09,69.00,2044,Captains Daughter,American Double / Imperial IPA,86,12.00
984,0.06,0.00,1567,Autumn Winds,Märzen / Oktoberfest,379,16.00
985,0.06,54.00,1505,Flying Jenny Extra Pale Ale,American Pale Ale (APA),379,12.00
986,0.04,20.00,1186,Hazy Day Belgian-Style Wit,Witbier,379,16.00
987,0.06,0.00,1185,Bring Back the Beach Blonde Ale,American Blonde Ale,379,16.00
988,0.06,34.00,984,Leaning Chimney Smoked Porter,American Porter,379,16.00
989,0.06,54.00,693,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),379,12.00
990,0.05,22.00,631,Flagship Ale,Cream Ale,379,12.00
991,0.04,6.00,2375,Mr. Blue Sky,American Pale Wheat Ale,124,16.00
992,0.07,0.00,2143,3 Scrooges,Winter Warmer,124,16.00
993,0.05,25.00,2142,Screamin’ Pumpkin,Pumpkin Ale,124,16.00
994,0.05,35.00,2141,Grand Trunk Bohemian Pils,Czech Pilsener,124,16.00
995,0.07,25.00,2140,El Rojo,American Amber / Red Ale,124,16.00
996,0.07,0.00,2139,Norms Raggedy Ass IPA,American IPA,124,16.00
997,0.05,35.00,2138,Grind Line,American Pale Ale (APA),124,16.00
998,0.04,55.00,2007,Norms Gateway IPA,American IPA,124,12.00
999,0.09,0.00,1570,Lemon Shandy Tripel,Tripel,124,16.00
1000,0.06,43.00,2339,Little Red Cap,Altbier,144,12.00
1001,0.07,67.00,1857,Supergoose IPA,American IPA,290,12.00
1002,0.05,0.00,1440,Hales Pale American Ale,American Pale Ale (APA),290,12.00
1003,0.07,0.00,1753,Heyoka IPA,American IPA,327,16.00
1004,0.08,0.00,1448,Guest Lager,American Double / Imperial Pilsner,327,16.00
1005,0.06,0.00,1134,Pony Pilsner,German Pilsener,327,16.00
1006,0.06,0.00,1066,Akari Shogun American Wheat Ale,American Pale Wheat Ale,327,16.00
1007,0.06,0.00,849,Meat Wave,English India Pale Ale (IPA),327,16.00
1008,0.06,0.00,352,Over Ale,American Brown Ale,327,16.00
1009,0.04,0.00,149,Gossamer Golden Ale,American Blonde Ale,327,16.00
1010,0.05,0.00,148,Daisy Cutter Pale Ale,American Pale Ale (APA),327,16.00
1011,0.07,40.00,2026,Pursuit,American IPA,248,12.00
1012,0.05,18.00,1361,Half Full Bright Ale,American Blonde Ale,248,12.00
1013,0.05,17.00,1016,Orange Wheat,Fruit / Vegetable Beer,476,12.00
1014,0.04,14.00,1015,Hangar 24 Helles Lager,Munich Helles Lager,476,12.00
1015,0.07,70.00,1677,The Great Return,American IPA,343,16.00
1016,0.04,18.00,1331,Hardywood Cream Ale,Cream Ale,343,12.00
1017,0.06,55.00,1270,Capital Trail Pale Ale,American Pale Ale (APA),343,12.00
1018,0.05,15.00,2059,UFO Gingerland,Herbed / Spiced Beer,234,12.00
1019,0.06,45.00,1653,The Long Thaw White IPA,American White IPA,234,12.00
1020,0.05,0.00,1558,Honey Cider,Cider,234,12.00
1021,0.05,28.00,1380,Harpoon Summer Beer,Kölsch,234,12.00
1022,0.06,42.00,1379,Harpoon IPA,American IPA,234,12.00
1023,0.06,20.00,1340,UFO Pumpkin,Pumpkin Ale,234,12.00
1024,0.06,30.00,1313,Harpoon Octoberfest,Märzen / Oktoberfest,234,12.00
1025,0.06,42.00,770,Harpoon IPA (2012),American IPA,234,12.00
1026,0.05,28.00,769,Harpoon Summer Beer (2012),Kölsch,234,12.00
1027,0.05,10.00,610,UFO White,American Pale Wheat Ale,234,12.00
1028,0.05,28.00,192,Harpoon Summer Beer (2010),Kölsch,234,12.00
1029,0.06,42.00,126,Harpoon IPA (2010),American IPA,234,12.00
1030,0.00,0.00,506,Great Falls Select Pale Ale,American Blonde Ale,535,12.00
1031,0.05,0.00,181,Beltian White,Witbier,535,12.00
1032,0.05,0.00,2183,Kauai Golden Ale,American Blonde Ale,204,12.00
1033,0.05,0.00,2182,Sunset Amber,American Pale Ale (APA),204,12.00
1034,0.06,0.00,2181,Hapa Brown Ale,American Brown Ale,204,19.20
1035,0.06,0.00,2180,Hapa Brown Ale,American Brown Ale,204,12.00
1036,0.08,0.00,2179,Southern Cross,Flanders Red Ale,204,19.20
1037,0.08,65.00,1895,Groupe G,Belgian IPA,280,16.00
1038,0.06,40.00,1894,Pt. Bonita Rustic Lager,American Pale Lager,280,16.00
1039,0.09,77.00,1893,Hill 88 Double IPA,American Double / Imperial IPA,280,16.00
1040,0.07,45.00,990,Loose Cannon,American IPA,479,12.00
1041,0.06,30.00,989,AARGHtoberfest!,Märzen / Oktoberfest,479,12.00
1042,0.06,0.00,988,Davy Jones Lager,Cream Ale,479,12.00
1043,0.06,30.00,1351,Grazias,Cream Ale,423,16.00
1044,0.08,86.00,1346,Habitus IPA,American IPA,423,16.00
1045,0.10,85.00,904,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,423,16.00
1046,0.06,21.00,2295,The Golden One,American Pilsner,168,12.00
1047,0.07,68.00,2294,The Power of Zeus,American Pale Ale (APA),168,12.00
1048,0.04,22.00,824,Tonganoxie Honey Wheat,American Pale Wheat Ale,500,12.00
1049,0.04,0.00,616,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,500,12.00
1050,0.06,0.00,96,Annies Amber Ale,American Amber / Red Ale,500,12.00
1051,0.04,32.00,1615,The 12th Can™,American Pale Ale (APA),362,16.00
1052,0.06,34.00,889,Hilliards Pils,Czech Pilsener,362,16.00
1053,0.05,20.00,724,Hilliards Blonde,American Blonde Ale,362,16.00
1054,0.06,60.00,497,Hilliards Amber Ale,American Amber / Red Ale,362,16.00
1055,0.07,30.00,496,Hilliards Saison,Saison / Farmhouse Ale,362,16.00
1056,0.04,0.00,1652,White Cap White IPA,American White IPA,349,16.00
1057,0.04,25.00,1835,Provision,Saison / Farmhouse Ale,297,12.00
1058,0.05,28.00,1834,One Nut Brown,American Brown Ale,297,12.00
1059,0.06,45.00,1833,Hop Farm IPA,American IPA,297,12.00
1060,0.05,20.00,2195,Double D Blonde,American Blonde Ale,198,12.00
1061,0.08,60.00,1605,Festeroo Winter Ale,American Strong Ale,198,12.00
1062,0.06,70.00,1543,Proxima IPA,American IPA,198,12.00
1063,0.05,20.00,1390,Double D Blonde (2013),American Blonde Ale,198,12.00
1064,0.05,13.00,1354,541 American Lager,American Pale Lager,198,12.00
1065,0.07,90.00,1353,Alphadelic IPA,American IPA,198,12.00
1066,0.07,90.00,499,Alphadelic IPA (2011),American IPA,198,12.00
1067,0.05,20.00,498,Double D Blonde (2011),American Blonde Ale,198,12.00
1068,0.07,0.00,1501,Green House India Pale Ale,American IPA,395,12.00
1069,0.05,0.00,1004,The One They Call Zoe,American Pale Lager,395,12.00
1070,0.05,40.00,502,Alteration,Altbier,395,12.00
1071,0.06,50.00,501,Pale Dog,American Pale Ale (APA),395,12.00
1072,0.07,0.00,2357,Porter Culture,American Porter,136,12.00
1073,0.07,0.00,2483,Hard Cider,Cider,80,16.00
1074,0.03,21.00,2482,Totally Radler,Radler,80,16.00
1075,0.04,20.00,2400,Nonstop Hef Hop,American Pale Wheat Ale,80,16.00
1076,0.04,20.00,2399,Nonstop Hef Hop,American Pale Wheat Ale,80,16.00
1077,0.04,20.00,2398,Nonstop Hef Hop,American Pale Wheat Ale,80,16.00
1078,0.04,20.00,2397,Nonstop Hef Hop,American Pale Wheat Ale,80,16.00
1079,0.04,20.00,2396,Nonstop Hef Hop,American Pale Wheat Ale,80,16.00
1080,0.04,20.00,2395,Nonstop Hef Hop,American Pale Wheat Ale,80,16.00
1081,0.04,20.00,2394,Nonstop Hef Hop,American Pale Wheat Ale,80,16.00
1082,0.04,20.00,2393,Nonstop Hef Hop,American Pale Wheat Ale,80,16.00
1083,0.04,20.00,2392,Nonstop Hef Hop,American Pale Wheat Ale,80,16.00
1084,0.04,20.00,2391,Nonstop Hef Hop,American Pale Wheat Ale,80,16.00
1085,0.04,20.00,2390,Nonstop Hef Hop,American Pale Wheat Ale,80,16.00
1086,0.04,20.00,2389,Nonstop Hef Hop,American Pale Wheat Ale,80,16.00
1087,0.06,60.00,2388,Rise Up Red,American Amber / Red Ale,80,16.00
1088,0.06,35.00,2200,Survival Stout,American Stout,80,16.00
1089,0.07,75.00,2199,Hopworks IPA,American IPA,80,16.00
1090,0.07,70.00,2193,Abominable Winter Ale,American Strong Ale,80,16.00
1091,0.06,60.00,1398,Pigwar White India Pale Ale,American White IPA,80,16.00
1092,0.06,60.00,1085,Rise-Up Red (2014),American Amber / Red Ale,80,16.00
1093,0.07,70.00,916,Abominable Winter Ale (2012),American Strong Ale,80,16.00
1094,0.05,32.00,658,HUB Lager,Czech Pilsener,80,16.00
1095,0.07,75.00,653,Hopworks IPA (2012),American IPA,80,16.00
1096,0.06,0.00,2385,Watermelon Wheat,American Pale Wheat Ale,120,12.00
1097,0.05,17.00,2384,Laka Laka Pineapple,Hefeweizen,120,12.00
1098,0.06,0.00,2383,Oktoberfest,Märzen / Oktoberfest,120,16.00
